	"Multiple Cause of death"	"Multiple Cause of death Code"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Apr., 2013"	"2013/04"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"May, 2013"	"2013/05"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Jun., 2013"	"2013/06"	17	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Jul., 2013"	"2013/07"	18	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Aug., 2013"	"2013/08"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Sep., 2013"	"2013/09"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Oct., 2013"	"2013/10"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Nov., 2013"	"2013/11"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Dec., 2013"	"2013/12"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Jan., 2014"	"2014/01"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Feb., 2014"	"2014/02"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"May, 2014"	"2014/05"	17	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Jun., 2014"	"2014/06"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Jul., 2014"	"2014/07"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Oct., 2014"	"2014/10"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Nov., 2014"	"2014/11"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Dec., 2014"	"2014/12"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Jan., 2015"	"2015/01"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Feb., 2015"	"2015/02"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Mar., 2015"	"2015/03"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Apr., 2015"	"2015/04"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"May, 2015"	"2015/05"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Jun., 2015"	"2015/06"	17	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Jul., 2015"	"2015/07"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Aug., 2015"	"2015/08"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Mar., 2016"	"2016/03"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"May, 2016"	"2016/05"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Jun., 2016"	"2016/06"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Jul., 2016"	"2016/07"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Aug., 2016"	"2016/08"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Oct., 2016"	"2016/10"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Nov., 2016"	"2016/11"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Dec., 2016"	"2016/12"	17	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Orange County, CA"	"06059"	"2015"	"2015"	"May, 2015"	"2015/05"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"San Diego County, CA"	"06073"	"2000"	"2000"	"Jul., 2000"	"2000/07"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"San Diego County, CA"	"06073"	"2003"	"2003"	"Jun., 2003"	"2003/06"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"San Diego County, CA"	"06073"	"2010"	"2010"	"May, 2010"	"2010/05"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"San Diego County, CA"	"06073"	"2011"	"2011"	"Jan., 2011"	"2011/01"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"San Diego County, CA"	"06073"	"2013"	"2013"	"Oct., 2013"	"2013/10"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"San Diego County, CA"	"06073"	"2014"	"2014"	"Jul., 2014"	"2014/07"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"San Diego County, CA"	"06073"	"2014"	"2014"	"Dec., 2014"	"2014/12"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"San Diego County, CA"	"06073"	"2015"	"2015"	"Aug., 2015"	"2015/08"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"San Diego County, CA"	"06073"	"2016"	"2016"	"Mar., 2016"	"2016/03"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"San Diego County, CA"	"06073"	"2016"	"2016"	"Dec., 2016"	"2016/12"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2016"	"2016"	"Mar., 2016"	"2016/03"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2016"	"2016"	"May, 2016"	"2016/05"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2016"	"2016"	"Jun., 2016"	"2016/06"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2016"	"2016"	"Oct., 2016"	"2016/10"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"2014"	"2014"	"Aug., 2014"	"2014/08"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"2015"	"2015"	"Apr., 2015"	"2015/04"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"2015"	"2015"	"Sep., 2015"	"2015/09"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"2015"	"2015"	"Oct., 2015"	"2015/10"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"2015"	"2015"	"Nov., 2015"	"2015/11"	20	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"2015"	"2015"	"Dec., 2015"	"2015/12"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"2016"	"2016"	"Apr., 2016"	"2016/04"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"2016"	"2016"	"May, 2016"	"2016/05"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"2016"	"2016"	"Jun., 2016"	"2016/06"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"2016"	"2016"	"Jul., 2016"	"2016/07"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"2016"	"2016"	"Aug., 2016"	"2016/08"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"2016"	"2016"	"Sep., 2016"	"2016/09"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"2016"	"2016"	"Nov., 2016"	"2016/11"	19	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"2016"	"2016"	"Dec., 2016"	"2016/12"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"New Haven County, CT"	"09009"	"2015"	"2015"	"Jul., 2015"	"2015/07"	19	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"New Haven County, CT"	"09009"	"2015"	"2015"	"Sep., 2015"	"2015/09"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"New Haven County, CT"	"09009"	"2015"	"2015"	"Oct., 2015"	"2015/10"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"New Haven County, CT"	"09009"	"2015"	"2015"	"Nov., 2015"	"2015/11"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"New Haven County, CT"	"09009"	"2016"	"2016"	"Feb., 2016"	"2016/02"	19	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"New Haven County, CT"	"09009"	"2016"	"2016"	"May, 2016"	"2016/05"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"New Haven County, CT"	"09009"	"2016"	"2016"	"Aug., 2016"	"2016/08"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"New Haven County, CT"	"09009"	"2016"	"2016"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"New Haven County, CT"	"09009"	"2016"	"2016"	"Nov., 2016"	"2016/11"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Connecticut"	"09"	"New Haven County, CT"	"09009"	"2016"	"2016"	"Dec., 2016"	"2016/12"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"1999"	"1999"	"Apr., 1999"	"1999/04"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2002"	"2002"	"Mar., 2002"	"2002/03"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2002"	"2002"	"Jun., 2002"	"2002/06"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2002"	"2002"	"Jul., 2002"	"2002/07"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2004"	"2004"	"Apr., 2004"	"2004/04"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2004"	"2004"	"May, 2004"	"2004/05"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2005"	"2005"	"Feb., 2005"	"2005/02"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2005"	"2005"	"May, 2005"	"2005/05"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2005"	"2005"	"Sep., 2005"	"2005/09"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2005"	"2005"	"Oct., 2005"	"2005/10"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2005"	"2005"	"Nov., 2005"	"2005/11"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Mar., 2006"	"2006/03"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Apr., 2006"	"2006/04"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Jul., 2006"	"2006/07"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Nov., 2006"	"2006/11"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Feb., 2007"	"2007/02"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Apr., 2007"	"2007/04"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"May, 2007"	"2007/05"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Jul., 2007"	"2007/07"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Aug., 2007"	"2007/08"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Sep., 2007"	"2007/09"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Oct., 2007"	"2007/10"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Nov., 2007"	"2007/11"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Dec., 2007"	"2007/12"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Jan., 2008"	"2008/01"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Feb., 2008"	"2008/02"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Mar., 2008"	"2008/03"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Apr., 2008"	"2008/04"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"May, 2008"	"2008/05"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Jun., 2008"	"2008/06"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Aug., 2008"	"2008/08"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Sep., 2008"	"2008/09"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Oct., 2008"	"2008/10"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Nov., 2008"	"2008/11"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Dec., 2008"	"2008/12"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Mar., 2009"	"2009/03"	20	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"May, 2009"	"2009/05"	21	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Jun., 2009"	"2009/06"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Jul., 2009"	"2009/07"	20	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Aug., 2009"	"2009/08"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Sep., 2009"	"2009/09"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Oct., 2009"	"2009/10"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Nov., 2009"	"2009/11"	20	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Dec., 2009"	"2009/12"	25	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Jan., 2010"	"2010/01"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Mar., 2010"	"2010/03"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Apr., 2010"	"2010/04"	20	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"May, 2010"	"2010/05"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Jun., 2010"	"2010/06"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Jul., 2010"	"2010/07"	23	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Aug., 2010"	"2010/08"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Oct., 2010"	"2010/10"	23	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Nov., 2010"	"2010/11"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Dec., 2010"	"2010/12"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Feb., 2011"	"2011/02"	22	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Mar., 2011"	"2011/03"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Apr., 2011"	"2011/04"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"May, 2011"	"2011/05"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Jun., 2011"	"2011/06"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Jul., 2011"	"2011/07"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Aug., 2011"	"2011/08"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Sep., 2011"	"2011/09"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Oct., 2011"	"2011/10"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Nov., 2011"	"2011/11"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2012"	"2012"	"May, 2012"	"2012/05"	19	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2012"	"2012"	"Jun., 2012"	"2012/06"	19	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2012"	"2012"	"Jul., 2012"	"2012/07"	19	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2012"	"2012"	"Aug., 2012"	"2012/08"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2012"	"2012"	"Sep., 2012"	"2012/09"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2012"	"2012"	"Dec., 2012"	"2012/12"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2013"	"2013"	"Jan., 2013"	"2013/01"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2013"	"2013"	"Apr., 2013"	"2013/04"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2013"	"2013"	"Jul., 2013"	"2013/07"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2013"	"2013"	"Nov., 2013"	"2013/11"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Jan., 2014"	"2014/01"	21	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Feb., 2014"	"2014/02"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Mar., 2014"	"2014/03"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"May, 2014"	"2014/05"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Jun., 2014"	"2014/06"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Aug., 2014"	"2014/08"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Sep., 2014"	"2014/09"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Oct., 2014"	"2014/10"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Nov., 2014"	"2014/11"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2015"	"2015"	"Feb., 2015"	"2015/02"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2015"	"2015"	"Mar., 2015"	"2015/03"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2015"	"2015"	"Apr., 2015"	"2015/04"	22	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2015"	"2015"	"May, 2015"	"2015/05"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2015"	"2015"	"Jun., 2015"	"2015/06"	18	Not Applicable	Not Applicable
